<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
ABI,20110428,2.5806,2.5806,2.5806,2.5806,100
ABI,20110429,2.3225,2.3225,2.3225,2.3225,100
ABI,20110504,2.5437,2.5437,2.5437,2.5437,100
ABI,20110505,2.3962,2.3962,2.3962,2.3962,700
ABI,20110506,2.5437,2.5437,2.5437,2.5437,1100
ABI,20110509,2.5437,2.5437,2.3962,2.5437,601900
ABI,20110510,2.3962,2.5068,2.3962,2.5068,600
ABI,20110511,2.3962,2.4700,2.3962,2.4700,1100
ABI,20110512,2.5806,2.5806,2.3963,2.5437,1100
ABI,20110513,2.2119,2.4331,2.2119,2.4331,4500
ABI,20110516,2.5170,2.5170,2.5169,2.5169,100
ABI,20110517,2.2652,2.2652,2.2652,2.2652,21000
ABI,20110518,2.2233,2.3910,2.0555,2.0555,6400
ABI,20110519,1.9716,1.9716,1.9716,1.9716,4100
ABI,20110520,2.0974,2.0974,2.0974,2.0974,3100
ABI,20110523,1.9716,2.0974,1.9716,2.0974,5100
ABI,20110524,2.0135,2.0136,2.0135,2.0136,1000
ABI,20110525,2.0975,2.0975,1.8877,1.8877,6500
ABI,20110526,2.1394,2.1394,2.1394,2.1394,100
ABI,20110527,2.1394,2.2233,2.0975,2.2233,3000
ABI,20110530,2.0555,2.0975,2.0555,2.0974,4600
ABI,20110531,2.2232,2.2232,2.0974,2.0974,2500
ABI,20110601,2.2652,2.2652,2.1813,2.1813,3100
ABI,20110602,2.1394,2.2652,2.1394,2.2652,7300
ABI,20110603,2.1813,2.1813,2.1813,2.1813,0
ABI,20110606,2.1813,2.2233,2.1813,2.2233,900
ABI,20110607,2.3911,2.4330,2.3072,2.3072,144700
ABI,20110608,2.3491,2.3491,2.2652,2.2652,800
ABI,20110609,2.1813,2.2652,2.1813,2.1813,5300
ABI,20110610,2.1813,2.1813,2.1394,2.1813,8500
ABI,20110613,2.0974,2.1813,2.0974,2.0974,14000
ABI,20110614,2.1813,2.1813,2.1813,2.1813,100
ABI,20110615,1.9716,1.9716,1.9716,1.9716,100
ABI,20110616,2.0555,2.0974,2.0555,2.0974,12000
ABI,20110617,2.0974,2.0974,2.0974,2.0974,3000
ABI,20110620,2.0555,2.0555,1.9716,1.9716,3400
ABI,20110621,2.0974,2.1394,2.0974,2.0974,8100
ABI,20110622,2.0974,2.2233,2.0555,2.2233,16500
ABI,20110623,2.1814,2.2233,2.1814,2.2233,13600
ABI,20110624,2.2233,2.2652,2.2233,2.2652,4000
ABI,20110627,2.2652,2.3911,2.2652,2.3911,19000
ABI,20110628,2.1394,2.3072,2.1394,2.3072,3600
ABI,20110629,2.5169,2.5169,2.5169,2.5169,500
ABI,20110630,2.5169,2.5169,2.5169,2.5169,0
ABI,20110701,2.3491,2.3491,2.3491,2.3491,5000
ABI,20110704,2.1394,2.1394,2.1394,2.1394,100
ABI,20110705,2.0975,2.1813,2.0975,2.1813,23600
ABI,20110706,2.2232,2.3072,2.2232,2.3072,5000
ABI,20110707,2.4750,2.4750,2.2233,2.2233,4100
ABI,20110708,2.0136,2.0136,2.0136,2.0136,100
ABI,20110711,2.0975,2.0975,1.9297,1.9297,11500
ABI,20110712,2.0975,2.0975,2.0555,2.0555,4000
ABI,20110713,2.3072,2.3072,2.0136,2.0136,9300
ABI,20110714,2.0556,2.0556,2.0555,2.0555,100
ABI,20110715,1.9297,1.9716,1.8877,1.8877,6300
ABI,20110718,1.9296,1.9297,1.9296,1.9297,0
ABI,20110719,1.9297,1.9297,1.9297,1.9297,0
ABI,20110720,2.0556,2.0556,2.0555,2.0555,100
ABI,20110721,2.0974,2.0974,2.0974,2.0974,100
ABI,20110722,1.8877,2.0974,1.8877,1.8877,51800
ABI,20110725,1.9296,1.9297,1.9296,1.9297,0
ABI,20110726,1.9297,1.9297,1.9297,1.9297,0
ABI,20110727,1.9297,1.9297,1.9297,1.9297,0
ABI,20110728,1.9297,1.9297,1.9297,1.9297,0
ABI,20110729,1.7619,1.7619,1.7619,1.7619,100
ABI,20110801,1.7619,1.9297,1.7619,1.9297,5700
ABI,20110802,1.7619,1.7619,1.7619,1.7619,10300
ABI,20110803,1.7619,1.7619,1.5941,1.5941,7300
ABI,20110804,1.7200,1.7200,1.7199,1.7199,100
ABI,20110805,1.8877,1.8877,1.8877,1.8877,5000
ABI,20110808,1.7199,1.9297,1.7199,1.9297,2200
ABI,20110809,1.8458,1.8458,1.7619,1.7619,21100
ABI,20110810,1.7619,1.7619,1.7619,1.7619,0
ABI,20110811,1.7619,1.7619,1.7619,1.7619,0
ABI,20110812,1.8038,1.8038,1.7619,1.8038,11700
ABI,20110815,1.6780,1.8038,1.6780,1.8038,1000
ABI,20110816,1.9716,1.9716,1.9716,1.9716,100
ABI,20110817,2.0974,2.0974,2.0974,2.0974,100
ABI,20110818,1.9296,1.9296,1.8877,1.8877,600
ABI,20110819,1.8877,1.8877,1.8877,1.8877,0
ABI,20110822,2.0555,2.0555,2.0555,2.0555,200
ABI,20110823,1.8877,1.8877,1.8877,1.8877,100
ABI,20110824,1.8877,1.8877,1.8877,1.8877,0
ABI,20110825,2.0555,2.0555,2.0555,2.0555,15900
ABI,20110826,2.0974,2.0974,2.0974,2.0974,1000
ABI,20110829,1.8877,1.8877,1.8877,1.8877,1100
ABI,20110830,1.8877,1.8877,1.8877,1.8877,0
ABI,20110831,1.9716,2.0555,1.9716,2.0555,400
ABI,20110901,2.1813,2.1813,2.1813,2.1813,100
ABI,20110905,1.9716,2.0974,1.9716,2.0974,1100
ABI,20110906,2.0974,2.0974,2.0974,2.0974,500
ABI,20110907,2.0974,2.1394,2.0974,2.1394,5200
ABI,20110908,2.2233,2.3072,2.2233,2.2652,1200
ABI,20110909,2.2652,2.2652,2.2652,2.2652,2000
ABI,20110912,2.0555,2.3071,2.0555,2.2233,5400
ABI,20110913,2.2233,2.3072,2.2233,2.3072,1300
ABI,20110914,2.2653,2.2653,2.2652,2.2652,2000
ABI,20110915,2.0974,2.0974,2.0974,2.0974,100
ABI,20110916,1.8877,2.0136,1.8877,2.0136,300
ABI,20110919,2.0556,2.1395,2.0556,2.1394,500
ABI,20110920,2.3072,2.3072,2.3072,2.3072,100
ABI,20110921,2.4750,2.4750,2.4750,2.4750,100
ABI,20110922,2.2653,2.2653,2.2652,2.2652,100
ABI,20110923,2.2652,2.2652,2.2652,2.2652,100
ABI,20110926,2.2652,2.2652,2.2652,2.2652,500
ABI,20110927,2.4330,2.4330,2.4330,2.4330,100
ABI,20110928,2.2233,2.2652,2.2233,2.2652,200
ABI,20110929,2.1813,2.1813,2.1813,2.1813,100
ABI,20110930,2.3071,2.3491,2.3071,2.3491,2200
ABI,20111003,2.3072,2.3072,2.3072,2.3072,1100
ABI,20111004,2.5169,2.5169,2.5169,2.5169,100
ABI,20111005,2.2652,2.2652,2.2652,2.2652,300
ABI,20111006,2.0974,2.4750,2.0974,2.4750,700
ABI,20111007,2.5169,2.5169,2.3072,2.3072,600
ABI,20111010,2.2233,2.2233,2.2233,2.2233,2000
ABI,20111011,2.0136,2.0975,2.0136,2.0974,1100
ABI,20111012,2.3071,2.3072,2.3071,2.3072,100
ABI,20111013,2.4750,2.5169,2.4750,2.5169,200
ABI,20111014,2.7266,2.7267,2.7266,2.7267,100
ABI,20111017,2.4750,2.4750,2.4750,2.4750,100
ABI,20111018,2.4331,2.4331,2.2652,2.2652,500
ABI,20111019,2.3071,2.3072,2.3071,2.3072,0
ABI,20111020,2.3072,2.3072,2.3072,2.3072,0
ABI,20111021,2.1394,2.1394,2.1394,2.1394,100
ABI,20111024,2.3072,2.3072,2.3072,2.3072,100
ABI,20111025,2.4750,2.4750,2.4750,2.4750,100
ABI,20111026,2.4750,2.4750,2.4750,2.4750,0
ABI,20111027,2.3072,2.3072,2.3072,2.3072,100
ABI,20111028,2.5169,2.5169,2.5169,2.5169,100
ABI,20111031,2.5169,2.5169,2.5169,2.5169,0
ABI,20111101,2.4750,2.4750,2.4750,2.4750,200
ABI,20111102,2.6008,2.6008,2.2652,2.2652,200
ABI,20111103,2.4330,2.4330,2.4330,2.4330,0
ABI,20111104,2.4330,2.4330,2.2233,2.2233,1300
ABI,20111107,2.0975,2.0975,2.0974,2.0974,800
ABI,20111108,2.3071,2.3071,2.0135,2.0136,300
ABI,20111109,2.3072,2.3072,2.3072,2.3072,100
ABI,20111110,2.3911,2.3911,2.0974,2.0974,200
ABI,20111111,2.4749,2.4750,2.4749,2.4750,100
ABI,20111114,2.4750,2.4750,2.4750,2.4750,0
ABI,20111115,2.4750,2.4750,2.4750,2.4750,0
ABI,20111116,2.2653,2.2653,2.2652,2.2652,100
ABI,20111117,2.4749,2.4750,2.4749,2.4750,100
ABI,20111118,2.4750,2.4750,2.2652,2.2652,2100
ABI,20111121,2.2652,2.2652,2.2652,2.2652,700
ABI,20111122,2.2652,2.2652,2.2652,2.2652,700
ABI,20111123,2.4330,2.4330,2.4330,2.4330,100
ABI,20111124,2.4330,2.4330,2.4330,2.4330,0
ABI,20111125,2.3491,2.3491,2.3491,2.3491,100
ABI,20111128,2.5588,2.5588,2.1394,2.4750,300
ABI,20111129,2.4750,2.4750,2.4750,2.4750,100
ABI,20111130,2.4750,2.4750,2.4750,2.4750,0
ABI,20111201,2.4750,2.4750,2.4750,2.4750,0
ABI,20111202,2.2653,2.2653,2.2652,2.2652,100
ABI,20111205,2.3910,2.4330,2.3910,2.4330,200
ABI,20111206,2.6008,2.6008,2.6008,2.6008,100
ABI,20111207,2.6008,2.6008,2.6008,2.6008,0
ABI,20111208,2.3491,2.8106,2.3491,2.8106,300
ABI,20111209,2.6428,2.6428,2.6428,2.6428,100
ABI,20111212,2.6428,2.6428,2.6428,2.6428,0
ABI,20111213,2.6847,2.6847,2.6008,2.6008,200
ABI,20111214,2.6427,2.6427,2.3911,2.3911,200
ABI,20111215,2.2653,2.2653,2.2652,2.2652,100
ABI,20111216,2.4749,2.4750,2.4749,2.4750,100
ABI,20111219,2.6847,2.6847,2.6847,2.6847,100
ABI,20111220,2.6847,2.6847,2.6847,2.6847,0
ABI,20111221,2.6847,2.6847,2.6847,2.6847,0
ABI,20111222,2.6847,2.6847,2.6847,2.6847,0
ABI,20111223,2.6847,2.6847,2.6847,2.6847,0
ABI,20111226,2.4330,2.4330,2.4330,2.4330,100
ABI,20111227,2.2233,2.2233,2.2233,2.2233,100
ABI,20111228,2.0136,2.0136,2.0136,2.0136,100
ABI,20111229,2.0136,2.0136,2.0136,2.0136,0
ABI,20111230,2.1814,2.1814,1.8458,1.8458,700
ABI,20120103,2.0136,2.0136,1.7199,1.7199,200
ABI,20120104,2.0555,2.0555,1.7199,2.0136,300
ABI,20120105,2.0556,2.0556,1.8038,1.8038,4200
ABI,20120106,1.6360,1.6360,1.6360,1.6360,3800
ABI,20120109,1.7618,1.7619,1.7618,1.7619,200
ABI,20120110,1.8878,1.8878,1.7199,1.7199,200
ABI,20120111,1.9716,1.9716,1.6780,1.6780,200
ABI,20120112,1.9716,1.9716,1.6780,1.6780,400
ABI,20120113,1.7619,1.7619,1.6780,1.6780,7400
ABI,20120116,1.5941,1.6360,1.5521,1.5521,8900
ABI,20120117,1.5102,1.7199,1.4682,1.5941,9300
ABI,20120118,1.6780,1.6780,1.6780,1.6780,300
ABI,20120119,1.6780,1.6780,1.6780,1.6780,400
ABI,20120120,1.8458,1.8458,1.8458,1.8458,1200
ABI,20120130,1.9716,1.9716,1.7199,1.7199,300
ABI,20120131,1.8038,1.8038,1.8038,1.8038,0
ABI,20120201,1.7199,1.7199,1.7199,1.7199,100
ABI,20120202,1.6780,1.7199,1.6780,1.7199,2500
ABI,20120203,1.6780,1.7199,1.6780,1.7199,1000
ABI,20120206,1.5521,1.5521,1.5521,1.5521,100
ABI,20120207,1.5940,1.6780,1.5940,1.6780,1800
ABI,20120208,1.6360,1.6780,1.6360,1.6780,3600
ABI,20120209,1.6780,1.6780,1.6780,1.6780,0
ABI,20120210,1.5102,1.6780,1.5102,1.5941,2700
ABI,20120213,1.5521,1.5521,1.5521,1.5521,100
ABI,20120214,1.6779,1.6780,1.6779,1.6780,0
ABI,20120215,1.6780,1.6780,1.6780,1.6780,0
ABI,20120216,1.5941,1.7619,1.5941,1.6780,3000
ABI,20120217,1.7200,1.8038,1.7200,1.8038,4700
ABI,20120220,1.7619,1.7619,1.7619,1.7619,0
ABI,20120221,1.6780,1.6780,1.6780,1.6780,100
ABI,20120222,1.6780,1.6780,1.6780,1.6780,8600
ABI,20120223,1.6780,1.7200,1.6780,1.7199,3000
ABI,20120224,1.7618,1.7619,1.7618,1.7619,100
ABI,20120227,1.7619,1.7619,1.7619,1.7619,0
ABI,20120228,1.7200,1.7619,1.7199,1.7199,1100
ABI,20120229,1.7199,1.7199,1.7199,1.7199,0
ABI,20120301,1.6780,1.8038,1.6780,1.8038,400
ABI,20120302,1.8457,1.8877,1.8457,1.8877,1900
ABI,20120305,1.9716,2.0555,1.9716,2.0555,6400
ABI,20120306,2.1813,2.1813,2.0136,2.0136,2000
ABI,20120307,1.8878,1.8878,1.8877,1.8877,1700
ABI,20120308,1.7199,1.7199,1.7199,1.7199,5000
ABI,20120309,1.7199,1.7199,1.7199,1.7199,0
ABI,20120312,1.7199,1.7619,1.7199,1.7619,5500
ABI,20120313,1.8038,1.9297,1.8038,1.9297,1300
ABI,20120314,1.9297,1.9297,1.8877,1.8877,1000
ABI,20120315,1.9716,1.9716,1.9716,1.9716,100
ABI,20120316,2.0135,2.1394,2.0135,2.1394,4700
ABI,20120319,2.0975,2.0975,2.0974,2.0974,0
ABI,20120320,2.1813,2.1813,2.1813,2.1813,200
ABI,20120321,2.3071,2.3072,2.3071,2.3072,200
ABI,20120322,2.1394,2.2233,2.1394,2.2233,1600
ABI,20120323,2.0555,2.0975,2.0136,2.0555,4200
ABI,20120326,1.9297,2.0974,1.9297,2.0974,3900
ABI,20120327,2.0555,2.0555,2.0555,2.0555,0
ABI,20120328,1.9297,1.9297,1.9297,1.9297,300
ABI,20120329,1.9297,1.9297,1.8877,1.8877,700
ABI,20120330,1.7199,1.9297,1.7199,1.9297,500
ABI,20120403,1.8458,1.8458,1.6780,1.6780,5000
ABI,20120404,1.8458,1.8458,1.8458,1.8458,1000
ABI,20120405,1.8458,1.8458,1.8458,1.8458,0
ABI,20120406,1.9716,1.9716,1.9716,1.9716,100
ABI,20120409,1.9716,1.9716,1.9716,1.9716,0
ABI,20120410,1.9716,1.9716,1.9716,1.9716,0
ABI,20120411,1.9716,1.9716,1.9716,1.9716,0
ABI,20120412,1.9716,1.9716,1.9716,1.9716,0
ABI,20120413,2.0135,2.0555,2.0135,2.0555,2100
ABI,20120416,2.0974,2.1394,2.0974,2.1394,5200
ABI,20120417,2.0555,2.0555,2.0555,2.0555,100
ABI,20120418,2.1394,2.1394,2.0555,2.0555,900
ABI,20120419,2.1813,2.2233,2.1394,2.2233,8300
ABI,20120420,2.0555,2.1814,2.0136,2.0136,3000
ABI,20120423,2.0136,2.1814,2.0136,2.0555,1300
ABI,20120424,2.0974,2.1813,2.0974,2.1394,5500
ABI,20120425,2.1394,2.2233,2.0555,2.0555,6500
ABI,20120426,2.1394,2.2233,2.1394,2.2233,14200
ABI,20120427,2.3072,2.3072,2.1813,2.1813,10500
ABI,20120502,2.2652,2.3491,2.2652,2.3491,1100
ABI,20120503,2.2652,2.2652,2.0555,2.0555,3800
ABI,20120504,2.1813,2.2652,2.1813,2.2652,9200
ABI,20120507,2.4749,2.4750,2.4330,2.4750,19400
ABI,20120508,2.6847,2.6847,2.4750,2.6847,12000
ABI,20120509,2.8525,2.8525,2.6847,2.8106,3800
ABI,20120510,2.7687,2.8945,2.7687,2.8106,5400
ABI,20120511,2.7267,2.7687,2.7267,2.7686,1000
ABI,20120514,2.5589,2.5589,2.4750,2.4750,4400
ABI,20120515,2.3492,2.3492,2.3072,2.3072,5000
ABI,20120516,2.3072,2.3072,2.3072,2.3072,0
ABI,20120517,2.4750,2.4750,2.4750,2.4750,100
ABI,20120518,2.6428,2.6428,2.6428,2.6428,100
ABI,20120521,2.8945,2.8945,2.8945,2.8945,100
ABI,20120522,3.1462,3.1462,2.8945,2.8945,1100
ABI,20120523,2.9364,2.9364,2.9364,2.9364,0
ABI,20120524,2.6847,2.8106,2.6428,2.6428,5200
ABI,20120525,2.7686,2.7686,2.4750,2.6008,4700
ABI,20120528,2.8105,2.8105,2.5169,2.6428,8200
ABI,20120529,2.6009,2.6847,2.5589,2.5589,7600
ABI,20120530,2.7267,2.7267,2.6428,2.7267,10000
ABI,20120531,2.6848,2.6848,2.5589,2.5589,7500
ABI,20120601,2.6091,2.8098,2.6091,2.8098,8000
ABI,20120604,2.8600,2.8600,2.7596,2.7596,12100
ABI,20120605,2.5087,2.9603,2.5087,2.6091,300
ABI,20120606,2.5088,2.5088,2.5088,2.5088,100
ABI,20120607,2.3081,2.7597,2.3081,2.4084,300
ABI,20120608,2.7094,2.7094,2.4586,2.4586,200
ABI,20120611,2.8098,2.8098,2.8098,2.8098,200
ABI,20120612,2.9603,2.9603,2.6091,2.6091,300
ABI,20120613,2.8098,2.8098,2.7094,2.7095,5200
ABI,20120614,2.9604,2.9604,2.9603,2.9603,200
ABI,20120615,3.2112,3.2112,3.2112,3.2112,100
ABI,20120618,3.4621,3.4621,2.9101,2.9102,5300
ABI,20120619,2.6593,2.7095,2.6593,2.6593,5100
ABI,20120620,2.9102,2.9102,2.6593,2.6593,800
ABI,20120621,2.5088,2.9604,2.5088,2.9603,800
ABI,20120622,2.6593,2.6593,2.6593,2.6593,0
ABI,20120625,2.6091,2.6091,2.6091,2.6091,1000
ABI,20120626,2.4586,2.4586,2.4586,2.4586,100
ABI,20120627,2.6593,2.6593,2.6593,2.6593,300
ABI,20120628,2.4084,2.5088,2.4084,2.5088,400
ABI,20120629,2.3583,2.6092,2.3583,2.6091,400
ABI,20120702,2.3582,2.3582,2.3582,2.3582,300
ABI,20120703,2.3080,2.3081,2.3080,2.3081,100
ABI,20120704,2.2077,2.2077,2.2077,2.2077,100
ABI,20120705,2.2077,2.2077,2.2077,2.2077,0
ABI,20120706,2.1073,2.1074,2.1073,2.1074,100
ABI,20120709,2.0070,2.3081,2.0070,2.3081,300
ABI,20120710,2.1074,2.1074,2.1074,2.1074,0
ABI,20120711,2.3081,2.3081,2.3081,2.3081,100
ABI,20120712,2.1074,2.1074,2.1074,2.1074,200
ABI,20120713,2.1074,2.1074,2.1074,2.1074,0
ABI,20120716,2.3081,2.3081,2.3081,2.3081,100
ABI,20120717,2.5088,2.5088,2.5088,2.5088,300
ABI,20120718,2.2579,2.2579,2.2579,2.2579,300
ABI,20120719,2.1074,2.3583,2.1074,2.3582,300
ABI,20120720,2.2077,2.2077,2.2077,2.2077,0
ABI,20120723,2.2077,2.2077,2.2077,2.2077,0
ABI,20120724,2.1073,2.1074,2.1073,2.1074,100
ABI,20120725,2.1074,2.1074,2.1074,2.1074,0
ABI,20120726,2.1074,2.1074,2.1074,2.1074,0
ABI,20120727,2.1074,2.1074,2.1074,2.1074,0
ABI,20120730,2.3081,2.3081,2.3081,2.3081,1000
ABI,20120731,2.3081,2.3081,2.3081,2.3081,0
ABI,20120801,2.1074,2.1074,2.1074,2.1074,200
ABI,20120802,2.1074,2.1074,2.1074,2.1074,0
ABI,20120803,2.1074,2.1074,2.1074,2.1074,0
ABI,20120806,2.3081,2.3081,2.3081,2.3081,100
ABI,20120807,2.3081,2.3081,2.3081,2.3081,0
ABI,20120808,2.3583,2.5088,2.3583,2.5088,1200
ABI,20120809,2.3583,2.7597,2.3583,2.7596,300
ABI,20120810,2.8098,2.8098,2.8098,2.8098,300
ABI,20120813,2.5589,2.8600,2.5589,2.8600,300
ABI,20120814,2.4586,2.4586,2.4084,2.4084,1200
ABI,20120815,2.2579,2.2579,2.2579,2.2579,200
ABI,20120816,2.2579,2.2579,2.2579,2.2579,0
ABI,20120817,2.2579,2.2579,2.2579,2.2579,0
ABI,20120820,2.2579,2.2579,2.2579,2.2579,6600
ABI,20120821,2.2579,2.2579,2.0572,2.1074,1700
ABI,20120822,2.1074,2.1074,2.1074,2.1074,0
ABI,20120823,2.1074,2.1074,2.1074,2.1074,0
ABI,20120824,1.9569,1.9569,1.9568,1.9568,100
ABI,20120827,2.1073,2.1073,1.9568,2.0070,1200
ABI,20120828,2.2077,2.2077,2.2077,2.2077,1000
ABI,20120829,2.0572,2.3582,2.0572,2.3582,5300
ABI,20120830,2.1073,2.1074,2.1073,2.1074,200
ABI,20120831,2.1074,2.1074,2.1074,2.1074,0
ABI,20120904,2.1576,2.1576,2.1575,2.1575,100
ABI,20120905,2.1575,2.1575,2.1575,2.1575,1000
ABI,20120906,2.1575,2.1575,2.1575,2.1575,0
ABI,20120907,2.3582,2.3582,2.3582,2.3582,700
ABI,20120910,2.3582,2.3582,2.3582,2.3582,2000
ABI,20120911,2.3582,2.3582,2.3582,2.3582,0
ABI,20120912,2.3582,2.3582,2.3582,2.3582,0
ABI,20120913,2.3582,2.3582,2.3582,2.3582,3100
ABI,20120914,2.3582,2.3582,2.3582,2.3582,0
ABI,20120917,2.3582,2.3582,2.3582,2.3582,1800
ABI,20120918,2.3582,2.3582,2.3582,2.3582,0
ABI,20120919,2.3582,2.3582,2.3582,2.3582,1000
ABI,20120920,2.3582,2.3582,2.3582,2.3582,0
ABI,20120921,2.3582,2.3582,2.3582,2.3582,1000
ABI,20120924,2.4585,2.5088,2.4585,2.5088,4500
ABI,20120925,2.3583,2.3583,2.3582,2.3582,300
ABI,20120926,2.3582,2.3582,2.3582,2.3582,1000
ABI,20120927,2.4084,2.4084,2.4084,2.4084,100
ABI,20120928,2.4084,2.5088,2.4084,2.5088,2800
ABI,20121001,2.5088,2.5088,2.5088,2.5088,15900
ABI,20121002,2.5088,2.5088,2.5088,2.5088,0
ABI,20121003,2.5088,2.5088,2.5088,2.5088,0
ABI,20121004,2.5088,2.5088,2.5088,2.5088,300
ABI,20121005,2.5088,2.5088,2.5088,2.5088,0
ABI,20121008,2.5088,2.5088,2.5088,2.5088,0
ABI,20121009,2.5088,2.5088,2.5088,2.5088,0
ABI,20121010,2.3583,2.3583,2.3582,2.3582,100
ABI,20121011,2.3582,2.3582,2.3582,2.3582,200
ABI,20121012,2.3582,2.3582,2.3582,2.3582,0
ABI,20121015,2.3582,2.3582,2.3582,2.3582,0
ABI,20121016,2.3582,2.3582,2.3582,2.3582,0
ABI,20121017,2.4084,2.4084,2.3582,2.3582,2500
ABI,20121018,2.3582,2.3582,2.3582,2.3582,0
ABI,20121019,2.3582,2.3582,2.3582,2.3582,2000
ABI,20121022,2.1575,2.1575,2.1575,2.1575,100
ABI,20121023,2.1575,2.1575,2.1575,2.1575,0
ABI,20121024,2.1575,2.1575,2.1575,2.1575,0
ABI,20121025,2.1575,2.1575,2.1575,2.1575,1000
ABI,20121026,2.1575,2.1575,2.1575,2.1575,0
ABI,20121029,2.1575,2.1575,2.1575,2.1575,0
ABI,20121030,2.3582,2.3582,2.3582,2.3582,8500
ABI,20121031,2.3582,2.3582,2.3582,2.3582,3000
ABI,20121101,2.3582,2.3582,2.3582,2.3582,0
ABI,20121102,2.3582,2.3582,2.3582,2.3582,6000
ABI,20121105,2.3582,2.3582,2.3582,2.3582,6000
ABI,20121106,2.3582,2.3582,2.3582,2.3582,0
ABI,20121107,2.3582,2.3582,2.3582,2.3582,0
ABI,20121108,2.4084,2.5088,2.4084,2.5088,13000
ABI,20121109,2.4586,2.4586,2.4586,2.4586,0
ABI,20121112,2.4586,2.4586,2.4586,2.4586,0
ABI,20121113,2.4586,2.4586,2.4586,2.4586,0
ABI,20121114,2.6091,2.6091,2.6091,2.6091,500
ABI,20121115,2.6091,2.6091,2.6091,2.6091,0
ABI,20121116,2.6091,2.6091,2.6091,2.6091,0
ABI,20121119,2.6091,2.6091,2.6091,2.6091,0
ABI,20121120,2.6091,2.6091,2.6091,2.6091,0
ABI,20121121,2.6091,2.6091,2.6091,2.6091,0
ABI,20121122,2.4586,2.5088,2.4084,2.5088,7500
ABI,20121123,2.6593,2.6593,2.6593,2.6593,100
ABI,20121126,2.8600,2.8600,2.8600,2.8600,100
ABI,20121127,2.8600,2.8600,2.8600,2.8600,0
ABI,20121128,2.8600,2.8600,2.8600,2.8600,0
ABI,20121129,2.8600,2.8600,2.8600,2.8600,0
ABI,20121130,2.6091,2.6091,2.6091,2.6091,100
ABI,20121203,2.8098,2.8098,2.8098,2.8098,100
ABI,20121204,2.8098,2.8098,2.8098,2.8098,0
ABI,20121205,3.0105,3.0105,3.0105,3.0105,100
ABI,20121206,2.7094,2.7095,2.7094,2.7095,100
ABI,20121207,2.9102,2.9102,2.5088,2.5088,1700
ABI,20121210,2.5088,2.5088,2.5088,2.5088,6400
ABI,20121211,2.5088,2.5088,2.5088,2.5088,5000
ABI,20121212,2.2579,2.4586,2.2579,2.4586,900
ABI,20121213,2.4586,2.4586,2.4586,2.4586,5000
ABI,20121214,2.6091,2.6091,2.6091,2.6091,100
ABI,20121217,2.4586,2.4586,2.4586,2.4586,100
ABI,20121218,2.5088,2.5088,2.2579,2.2579,22000
ABI,20121219,2.4586,2.4586,2.4586,2.4586,800
ABI,20121220,2.6091,2.6091,2.6091,2.6091,100
ABI,20121221,2.5088,2.5088,2.5088,2.5088,8000
ABI,20121224,2.4084,2.4084,2.4084,2.4084,900
ABI,20121225,2.5088,2.5088,2.5088,2.5088,600
ABI,20121226,2.5088,2.5088,2.5088,2.5088,0
ABI,20121227,2.6092,2.6092,2.5088,2.5088,1000
ABI,20121228,2.5088,2.5088,2.5088,2.5088,900
ABI,20130102,2.5088,2.5590,2.5088,2.5088,8400
ABI,20130103,2.5088,2.5088,2.5088,2.5088,0
ABI,20130104,2.5590,2.6092,2.5590,2.6091,1100
ABI,20130107,2.5589,2.7095,2.5589,2.7095,1000
ABI,20130108,2.5590,2.5590,2.5589,2.5589,200
ABI,20130109,2.4586,2.5589,2.4586,2.5589,1400
ABI,20130110,2.6091,2.6091,2.6091,2.6091,400
ABI,20130111,2.6091,2.6091,2.6091,2.6091,0
ABI,20130114,2.6091,2.6091,2.6091,2.6091,200
ABI,20130115,2.3582,2.5589,2.3582,2.5589,300
ABI,20130116,2.6091,2.6091,2.6091,2.6091,500
ABI,20130117,2.7596,2.7596,2.7596,2.7596,700
ABI,20130118,3.0105,3.0105,3.0105,3.0105,500
ABI,20130121,3.0105,3.0105,3.0105,3.0105,2100
ABI,20130122,3.0105,3.0105,3.0105,3.0105,4000
ABI,20130123,3.0105,3.0105,3.0105,3.0105,0
ABI,20130124,3.0105,3.0105,3.0105,3.0105,600
ABI,20130125,3.0105,3.0105,3.0105,3.0105,12200
ABI,20130128,2.9101,2.9101,2.8098,2.8098,11000
ABI,20130129,2.8098,2.8098,2.8098,2.8098,1000
ABI,20130130,2.8098,2.8098,2.8098,2.8098,0
ABI,20130131,2.8098,2.8098,2.8098,2.8098,0
ABI,20130201,3.0105,3.0105,3.0105,3.0105,7600
ABI,20130204,3.0105,3.0105,2.9603,3.0105,25600
ABI,20130205,2.8600,2.8600,2.8600,2.8600,2100
ABI,20130206,3.0105,3.0105,3.0105,3.0105,7100
ABI,20130207,3.2614,3.2614,3.2614,3.2614,3000
ABI,20130208,2.9603,2.9603,2.9603,2.9603,100
ABI,20130218,2.7596,3.2112,2.7596,3.1109,3500
ABI,20130219,2.9604,2.9604,2.9603,2.9603,200
ABI,20130220,3.2112,3.2112,3.2112,3.2112,100
ABI,20130221,3.1109,3.1109,3.1109,3.1109,600
ABI,20130222,3.1109,3.1109,3.1109,3.1109,0
ABI,20130225,3.1109,3.1109,3.1109,3.1109,0
