<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
PTI,20121203,4.9355,4.9929,4.9355,4.9928,2300
PTI,20121204,4.9928,4.9928,4.8780,4.8781,900
PTI,20121205,5.1650,5.1650,5.1650,5.1650,1000
PTI,20121206,5.1650,5.1650,5.1650,5.1650,200
PTI,20121207,5.1650,5.1650,5.1650,5.1650,0
PTI,20121210,4.9928,4.9928,4.9928,4.9928,500
PTI,20121211,4.9928,5.2798,4.9928,5.2798,700
PTI,20121212,5.2798,5.4520,5.2798,5.4520,3400
PTI,20121213,5.3372,5.3946,5.3372,5.3946,2000
PTI,20121214,5.4520,5.4520,5.4520,5.4520,500
PTI,20121217,5.4520,5.4520,5.4520,5.4520,0
PTI,20121218,5.3372,5.3372,5.3372,5.3372,500
PTI,20121219,5.2798,5.2798,5.2798,5.2798,1200
PTI,20121220,5.1650,5.2798,5.1650,5.2798,1300
PTI,20121221,5.3372,5.3372,5.3372,5.3372,100
PTI,20121224,5.4520,5.4520,5.2798,5.2798,3500
PTI,20121225,5.2798,5.2798,5.2798,5.2798,600
PTI,20121226,5.4520,5.6241,5.3372,5.6241,7100
PTI,20121227,5.6241,5.9685,5.5667,5.9685,12000
PTI,20121228,5.7389,6.0259,5.6816,6.0258,9200
PTI,20130102,5.8536,5.8537,5.8536,5.8537,0
PTI,20130103,5.4520,5.4520,5.4520,5.4520,400
PTI,20130104,5.4520,5.4520,5.4520,5.4520,0
PTI,20130107,5.4520,5.4520,5.4520,5.4520,0
PTI,20130108,5.4520,5.7389,5.4520,5.7389,1000
PTI,20130109,5.7389,5.7389,5.7389,5.7389,0
PTI,20130110,5.7389,5.7389,5.7389,5.7389,0
PTI,20130111,5.4520,6.0258,5.4520,6.0258,1300
PTI,20130114,6.0258,6.0258,6.0258,6.0258,1000
PTI,20130115,5.5093,5.5093,5.4519,5.4520,16000
PTI,20130116,6.0259,6.0259,5.4520,5.4520,13700
PTI,20130117,5.4520,5.4520,5.4520,5.4520,500
PTI,20130118,5.4520,5.4520,5.3946,5.3946,6500
PTI,20130121,5.4520,5.5668,5.4520,5.5667,19400
PTI,20130122,5.5093,5.5667,5.5093,5.5667,9900
PTI,20130123,5.5093,5.5093,5.5093,5.5093,2200
PTI,20130124,5.5093,5.5093,5.5093,5.5093,0
PTI,20130125,5.6241,5.6241,5.6241,5.6241,100
PTI,20130128,5.6241,5.6241,5.6241,5.6241,0
PTI,20130129,5.5093,5.6241,5.5093,5.6241,2000
PTI,20130130,5.7389,5.7389,5.7389,5.7389,4200
PTI,20130131,5.5667,5.5667,5.5667,5.5667,2200
PTI,20130201,5.5667,5.5667,5.5093,5.5093,9200
PTI,20130204,5.6241,5.6241,5.5093,5.5093,5500
PTI,20130205,5.5093,5.5093,5.5093,5.5093,0
PTI,20130206,5.5667,5.5667,5.5667,5.5667,1000
PTI,20130207,5.5667,5.5667,5.5667,5.5667,200
PTI,20130208,5.5667,5.5667,5.5667,5.5667,200
PTI,20130218,5.5667,5.6815,5.5667,5.6815,200
PTI,20130219,5.6815,5.6815,5.6815,5.6815,300
PTI,20130220,5.6815,5.6815,5.6815,5.6815,0
PTI,20130221,5.6241,5.6241,5.6241,5.6241,1600
PTI,20130222,5.6241,5.6241,5.6241,5.6241,0
PTI,20130225,5.6241,5.6241,5.6241,5.6241,0
PTI,20130226,5.6241,5.6241,5.5667,5.5667,18400
PTI,20130227,5.5093,5.5093,5.5093,5.5093,2000
PTI,20130228,5.5667,5.5667,5.5667,5.5667,100
PTI,20130301,5.5667,5.5667,5.5667,5.5667,0
PTI,20130304,6.0258,6.0258,6.0258,6.0258,200
PTI,20130305,6.0258,6.0258,6.0258,6.0258,0
PTI,20130306,6.0258,6.0258,6.0258,6.0258,0
PTI,20130307,5.7389,5.7389,5.7389,5.7389,1200
PTI,20130308,5.7389,5.7389,5.7389,5.7389,0
PTI,20130311,5.7389,5.7389,5.7389,5.7389,5000
PTI,20130312,5.7389,5.7389,5.7389,5.7389,0
PTI,20130313,5.7389,5.7389,5.7389,5.7389,0
PTI,20130314,5.7389,5.7389,5.7389,5.7389,100
PTI,20130315,5.7389,5.7389,5.7389,5.7389,1000
PTI,20130318,5.7389,5.7389,5.7389,5.7389,500
PTI,20130319,5.7389,5.7389,5.7389,5.7389,0
PTI,20130320,5.7389,5.7389,5.7389,5.7389,4000
PTI,20130321,5.7389,5.9111,5.7389,5.7389,2100
PTI,20130322,5.7389,5.7389,5.7389,5.7389,100
PTI,20130325,5.7389,5.7389,5.7389,5.7389,3400
PTI,20130326,5.7389,5.7389,5.7389,5.7389,0
PTI,20130327,5.7389,5.7389,5.7389,5.7389,3000
PTI,20130328,5.7389,5.7389,5.7389,5.7389,52200
PTI,20130329,5.7389,5.7389,5.7389,5.7389,0
PTI,20130401,5.7389,5.7389,5.7389,5.7389,0
PTI,20130402,5.7389,5.7389,5.7389,5.7389,500
PTI,20130403,5.7389,5.7389,5.7389,5.7389,100
PTI,20130404,5.7389,5.7389,5.7389,5.7389,300
PTI,20130405,5.7389,5.7389,5.7389,5.7389,0
PTI,20130408,5.7389,5.7389,5.7389,5.7389,0
PTI,20130409,5.7389,5.7389,5.7389,5.7389,0
PTI,20130410,5.7389,5.7389,5.7389,5.7389,0
PTI,20130411,5.7389,5.7389,5.7389,5.7389,200
PTI,20130412,5.7389,5.7389,5.7389,5.7389,0
PTI,20130415,5.7389,5.7389,5.7389,5.7389,0
PTI,20130416,5.7389,5.7389,5.7389,5.7389,0
PTI,20130417,5.7389,5.7389,5.7389,5.7389,0
PTI,20130418,5.7389,5.7389,5.7389,5.7389,0
PTI,20130422,5.4520,5.4520,5.4520,5.4520,1100
PTI,20130423,5.7389,5.8537,5.7389,5.8537,4600
PTI,20130424,5.8537,5.8537,5.7389,5.7389,10500
PTI,20130425,5.7389,5.7389,5.7389,5.7389,0
PTI,20130426,5.7389,5.7389,5.7389,5.7389,0
PTI,20130502,5.7389,5.7389,5.7389,5.7389,0
PTI,20130503,5.7389,5.7389,5.7389,5.7389,0
PTI,20130506,6.0258,6.0258,6.0258,6.0258,6600
PTI,20130507,6.0258,6.0258,6.0258,6.0258,0
PTI,20130508,6.0258,6.0258,6.0258,6.0258,300
PTI,20130509,5.7962,5.7963,5.7962,5.7963,900
PTI,20130510,6.0259,6.0259,6.0258,6.0258,4600
PTI,20130513,6.0258,6.0258,5.8536,5.8537,22400
PTI,20130514,6.1980,6.1980,6.1980,6.1980,300
PTI,20130515,6.1980,6.1980,6.1980,6.1980,0
PTI,20130516,6.1980,6.1980,6.1980,6.1980,0
PTI,20130517,6.3128,6.3128,6.3128,6.3128,6300
PTI,20130520,6.0832,6.0832,6.0832,6.0832,7000
PTI,20130521,6.0832,6.0832,6.0832,6.0832,0
PTI,20130522,6.0832,6.0832,6.0832,6.0832,0
PTI,20130523,6.0258,6.0258,6.0258,6.0258,5000
PTI,20130524,6.0258,6.0258,6.0258,6.0258,4900
PTI,20130527,6.0258,6.0258,6.0258,6.0258,0
PTI,20130528,6.0258,6.0258,6.0258,6.0258,300
PTI,20130529,6.0258,6.0258,6.0258,6.0258,0
PTI,20130530,6.0258,6.0258,6.0258,6.0258,0
PTI,20130531,6.0258,6.0258,6.0258,6.0258,0
PTI,20130603,5.5093,5.5093,5.5093,5.5093,1800
PTI,20130604,6.0258,6.0258,6.0258,6.0258,1000
PTI,20130605,5.9110,6.0258,5.9110,6.0258,1600
PTI,20130606,6.0258,6.0258,6.0258,6.0258,0
PTI,20130607,6.0258,6.0258,6.0258,6.0258,200
PTI,20130610,5.9110,5.9111,5.9110,5.9111,700
PTI,20130611,6.0259,6.0259,6.0258,6.0258,10200
PTI,20130612,6.3127,6.5424,6.3127,6.5424,20200
PTI,20130613,6.5998,7.0589,6.5998,7.0015,93000
PTI,20130614,6.8867,6.9441,6.8867,6.9441,5200
PTI,20130617,6.5998,6.5998,6.3128,6.3128,400
PTI,20130618,6.3128,6.3128,6.3127,6.3127,0
PTI,20130619,6.3765,6.3765,6.3765,6.3765,100
PTI,20130620,6.3765,6.3765,6.3765,6.3765,3000
PTI,20130621,6.2490,6.2490,6.2490,6.2490,200
PTI,20130624,6.6954,6.6954,6.6953,6.6953,18100
PTI,20130625,6.5678,6.6953,6.5678,6.6953,3200
PTI,20130626,6.6953,6.6953,6.6953,6.6953,0
PTI,20130627,6.6315,6.6316,6.6315,6.6316,100
PTI,20130628,6.6316,6.6316,6.6316,6.6316,0
PTI,20130701,6.5678,6.5678,6.5678,6.5678,200
PTI,20130702,6.3765,6.6953,6.3765,6.6953,7300
PTI,20130703,6.6953,6.6953,6.6953,6.6953,0
PTI,20130704,6.6953,6.6953,6.6953,6.6953,0
PTI,20130705,6.3765,6.3765,6.3765,6.3765,100
PTI,20130708,6.3765,6.3765,6.3765,6.3765,0
PTI,20130709,6.3765,6.3765,6.3765,6.3765,0
PTI,20130710,6.3765,6.3765,6.3765,6.3765,0
PTI,20130711,6.3765,6.3765,6.3765,6.3765,0
PTI,20130712,6.3765,6.3765,6.3765,6.3765,0
PTI,20130715,6.1852,6.1852,6.1214,6.1214,7800
PTI,20130716,6.1214,6.1214,6.1214,6.1214,0
PTI,20130717,6.1852,6.1852,6.1852,6.1852,100
PTI,20130718,6.1852,6.1852,6.1852,6.1852,700
PTI,20130719,6.1852,6.2490,6.1852,6.2490,1200
PTI,20130722,6.2490,6.2490,6.2490,6.2490,1100
PTI,20130723,6.2490,6.2490,6.2490,6.2490,2500
PTI,20130724,6.2490,6.2490,6.2490,6.2490,0
PTI,20130725,6.2490,6.2490,6.2490,6.2490,1000
PTI,20130726,6.2490,6.2490,6.2490,6.2490,0
PTI,20130729,6.2490,6.2490,6.2490,6.2490,0
PTI,20130730,6.2490,6.2490,6.2490,6.2490,0
PTI,20130731,5.6751,6.3765,5.6751,6.3765,5100
PTI,20130801,6.3765,6.3765,6.3765,6.3765,0
PTI,20130802,6.3765,6.3765,6.3765,6.3765,0
PTI,20130805,5.7389,5.7389,5.7388,5.7388,2200
PTI,20130806,6.3127,6.3127,6.3127,6.3127,16100
PTI,20130807,6.3127,6.3127,6.3127,6.3127,22000
PTI,20130808,6.2489,6.3127,6.2489,6.3127,26600
PTI,20130809,6.3127,6.3765,6.3127,6.3127,14900
PTI,20130812,6.6315,6.6315,6.3127,6.3127,11800
PTI,20130813,6.3127,6.3127,6.3127,6.3127,0
PTI,20130814,6.3127,6.3127,6.3127,6.3127,5000
PTI,20130815,6.3127,6.3127,6.3127,6.3127,0
PTI,20130816,6.3765,6.3765,6.3765,6.3765,154
PTI,20130819,6.3765,6.3765,6.3765,6.3765,0
PTI,20130820,6.3765,6.3765,6.3765,6.3765,0
PTI,20130821,6.3765,6.3765,6.3765,6.3765,5030
PTI,20130822,6.2490,6.2490,6.1852,6.1852,6300
PTI,20130823,6.1852,6.1852,6.1852,6.1852,0
PTI,20130826,6.1852,6.1852,6.1852,6.1852,3000
PTI,20130827,6.3765,6.3765,6.3765,6.3765,9020
PTI,20130828,6.1852,6.3765,6.1852,6.3765,6900
PTI,20130829,6.3765,6.3765,6.3765,6.3765,5000
PTI,20130830,6.3765,6.3765,6.3765,6.3765,6100
PTI,20130903,6.3765,6.3765,6.3765,6.3765,0
PTI,20130904,6.3765,6.3765,6.3765,6.3765,0
PTI,20130905,6.3765,6.3765,6.3765,6.3765,11
PTI,20130906,6.3765,6.3765,6.3765,6.3765,0
PTI,20130909,6.2490,6.3765,6.2490,6.2490,764
PTI,20130910,6.2490,6.2490,6.2490,6.2490,0
PTI,20130911,6.2490,6.2490,6.2490,6.2490,53
PTI,20130912,6.2490,6.2490,6.2490,6.2490,7
PTI,20130913,6.3128,6.3128,6.2490,6.2490,1000
PTI,20130916,6.3765,6.3765,6.3765,6.3765,100
PTI,20130917,6.3765,6.3765,6.3765,6.3765,0
PTI,20130918,6.3765,6.3765,6.3765,6.3765,0
PTI,20130919,6.3765,6.3765,6.3765,6.3765,5986
PTI,20130920,6.3765,6.3765,6.3765,6.3765,0
PTI,20130923,6.3765,6.3765,6.3765,6.3765,0
PTI,20130924,6.3765,6.3765,6.3765,6.3765,100
PTI,20130925,6.5040,6.5040,6.5040,6.5040,1000
PTI,20130926,6.3765,6.3765,6.3765,6.3765,2000
PTI,20130927,6.7591,6.7591,6.7591,6.7591,110400
PTI,20130930,6.7591,6.7591,6.7591,6.7591,0
PTI,20131001,6.7591,6.7591,6.7591,6.7591,0
PTI,20131002,6.7591,6.7591,6.7591,6.7591,0
PTI,20131003,6.6953,6.6953,6.6953,6.6953,3000
PTI,20131004,6.6953,6.6953,6.6953,6.6953,60
PTI,20131007,6.3765,6.3765,6.3765,6.3765,200
PTI,20131008,6.4403,6.4403,6.3765,6.3765,3500
PTI,20131009,6.3765,6.3765,6.3765,6.3765,0
PTI,20131010,6.3765,6.3765,6.3765,6.3765,3900
PTI,20131011,6.3765,6.3765,6.3765,6.3765,0
PTI,20131014,7.0141,7.0141,7.0141,7.0141,1500
PTI,20131015,6.3765,6.3765,6.3765,6.3765,2620
PTI,20131016,6.3765,6.3765,6.3765,6.3765,0
PTI,20131017,6.3765,6.3765,6.3765,6.3765,600
PTI,20131018,6.4403,6.4403,6.4403,6.4403,1095
PTI,20131021,6.6954,6.6954,6.6953,6.6953,3900
PTI,20131022,6.6953,6.6953,6.6953,6.6953,0
PTI,20131023,6.6953,6.6953,6.6953,6.6953,0
PTI,20131024,6.4402,6.4403,6.4402,6.4403,600
PTI,20131025,6.4403,6.4403,6.4403,6.4403,0
PTI,20131028,6.4403,6.4403,6.4403,6.4403,0
PTI,20131029,6.4403,6.4403,6.3765,6.3765,3300
PTI,20131030,6.3765,6.3765,6.3765,6.3765,200
PTI,20131031,6.3765,6.3765,6.3765,6.3765,0
PTI,20131101,6.3765,6.3765,6.3765,6.3765,0
PTI,20131104,6.4403,6.4403,6.4403,6.4403,100
PTI,20131105,6.4403,6.4403,6.3765,6.4403,17600
PTI,20131106,6.3765,6.5041,6.3765,6.3765,19000
PTI,20131107,6.6953,7.0141,6.6953,6.6953,1200
PTI,20131108,6.3765,6.3765,6.3765,6.3765,3000
PTI,20131111,6.3765,6.3765,6.3765,6.3765,0
PTI,20131112,6.3765,6.3765,6.3765,6.3765,0
PTI,20131113,6.3765,6.3765,6.3765,6.3765,0
PTI,20131114,6.3765,6.3765,6.3765,6.3765,0
PTI,20131115,6.5040,6.6953,6.5040,6.6953,16798
PTI,20131118,6.6953,6.6953,6.6953,6.6953,132
PTI,20131119,6.4402,6.4403,6.4402,6.4403,1500
PTI,20131120,6.4403,6.4403,6.4403,6.4403,2029
PTI,20131121,6.3765,6.4403,6.3765,6.4403,226
PTI,20131122,6.4403,6.4403,6.4403,6.4403,0
PTI,20131125,6.4403,6.4403,6.4403,6.4403,1000
PTI,20131126,6.3765,6.3765,6.3765,6.3765,900
PTI,20131127,6.3765,6.3765,6.3765,6.3765,0
PTI,20131128,6.3765,6.3765,6.3765,6.3765,0
PTI,20131129,6.3765,6.3765,6.3765,6.3765,0
PTI,20131202,6.3765,6.3765,6.3765,6.3765,400
PTI,20131203,6.3765,6.3765,6.3765,6.3765,0
PTI,20131204,6.3765,6.3765,6.3765,6.3765,0
PTI,20131205,6.3765,6.3765,6.3765,6.3765,0
PTI,20131206,6.3765,6.3765,6.3765,6.3765,0
PTI,20131209,6.3765,6.3765,6.3765,6.3765,125
PTI,20131210,6.3765,6.3765,6.3765,6.3765,0
PTI,20131211,6.3765,6.3765,6.3765,6.3765,0
PTI,20131212,6.3765,6.3765,6.3765,6.3765,0
PTI,20131213,6.3765,6.3765,6.3765,6.3765,6100
PTI,20131216,6.3765,6.3765,6.3765,6.3765,1000
PTI,20131217,6.3765,6.3765,6.3765,6.3765,700
PTI,20131218,6.3765,6.3765,6.3765,6.3765,0
PTI,20131219,6.6953,6.6953,6.6953,6.6953,200
PTI,20131220,6.6953,7.0141,6.5040,7.0141,1236
PTI,20131223,7.0141,7.0141,7.0141,7.0141,500
PTI,20131224,7.0141,7.0141,7.0141,7.0141,0
PTI,20131225,7.0141,7.0141,7.0141,7.0141,0
PTI,20131226,6.6953,6.6953,6.6953,6.6953,200
PTI,20131227,6.6953,6.6953,6.6953,6.6953,200
PTI,20131230,6.6953,6.6953,6.6953,6.6953,226
PTI,20131231,6.6953,6.6953,6.6953,6.6953,0
PTI,20140102,6.6953,6.6953,6.6953,6.6953,0
PTI,20140103,6.6953,6.6953,6.6953,6.6953,200
PTI,20140106,6.3765,6.3765,6.3765,6.3765,364
PTI,20140107,6.3765,6.3765,6.3765,6.3765,300
PTI,20140108,6.3765,6.6953,6.3765,6.6953,300
PTI,20140109,6.6953,6.6953,6.6953,6.6953,300
PTI,20140110,6.6953,6.6953,6.6953,6.6953,10
PTI,20140113,6.6953,6.6953,6.6953,6.6953,0
PTI,20140114,6.6953,6.6953,6.6953,6.6953,12
PTI,20140115,7.0141,7.0141,7.0141,7.0141,333
PTI,20140116,7.0141,7.0141,7.0141,7.0141,300
PTI,20140117,7.0141,7.0141,7.0141,7.0141,400
PTI,20140120,7.0141,7.0141,7.0141,7.0141,100
PTI,20140121,7.0141,7.0141,7.0141,7.0141,0
PTI,20140122,7.0141,7.0141,7.0141,7.0141,0
PTI,20140123,6.8866,6.8866,6.8866,6.8866,100
PTI,20140124,6.8866,6.8866,6.8866,6.8866,0
PTI,20140127,6.8866,6.8866,6.8866,6.8866,0
PTI,20140206,6.8866,6.8866,6.8866,6.8866,0
PTI,20140207,6.8866,6.8866,6.8866,6.8866,0
PTI,20140210,6.8866,6.8866,6.8866,6.8866,3000
PTI,20140211,7.0141,7.0141,7.0141,7.0141,800
PTI,20140212,6.6953,6.8866,6.6953,6.8866,10200
PTI,20140213,6.6953,6.6953,6.6953,6.6953,500
PTI,20140214,6.6315,6.7591,6.5678,6.5678,6396
PTI,20140217,6.6953,7.0142,6.6316,6.6953,4045
PTI,20140218,6.7591,7.0779,6.7591,7.0141,17600
PTI,20140219,7.1416,7.3329,7.1416,7.2054,28800
PTI,20140220,7.2692,7.6518,7.2054,7.5243,12700
PTI,20140221,7.2692,7.5243,7.2692,7.5243,20026
PTI,20140224,7.3968,7.5243,7.3968,7.5243,3110
PTI,20140225,7.3330,7.4605,7.3330,7.4605,8916
PTI,20140226,7.3330,7.4605,7.3330,7.4605,5100
PTI,20140227,7.4605,7.8431,7.4605,7.6518,29200
PTI,20140228,7.6518,7.8431,7.3330,7.8431,8800
PTI,20140303,7.6518,7.8431,7.5243,7.5243,3600
PTI,20140304,7.5243,7.5243,6.8866,7.5243,2240
PTI,20140305,7.4605,7.5881,7.4605,7.5880,2300
PTI,20140306,7.5880,7.5880,7.5880,7.5880,0
PTI,20140307,7.5880,7.5880,7.5242,7.5880,1900
PTI,20140310,7.8431,7.8431,7.8431,7.8431,100
PTI,20140311,7.8431,7.8431,7.5243,7.7156,4100
PTI,20140312,7.7156,7.7156,7.3330,7.3967,34300
PTI,20140313,7.3967,7.4605,7.3967,7.3967,6800
PTI,20140314,7.3967,7.4605,7.3967,7.4605,2600
PTI,20140317,7.4605,7.4605,7.4605,7.4605,1400
PTI,20140318,7.4605,7.4605,7.4605,7.4605,970
PTI,20140319,7.3967,7.6518,7.3967,7.6518,36230
PTI,20140320,7.6518,7.6518,7.5880,7.6518,15100
PTI,20140321,7.5880,7.6518,7.5880,7.6518,15500
PTI,20140324,7.6518,7.7156,7.5880,7.7156,20789
PTI,20140325,7.6518,7.7794,7.5881,7.7156,18900
PTI,20140326,7.6518,7.6518,7.5881,7.6518,10600
PTI,20140327,7.6518,7.6518,7.6518,7.6518,11
PTI,20140328,7.6518,7.6518,7.6518,7.6518,4500
PTI,20140331,7.6518,7.6518,7.5880,7.5880,3700
PTI,20140401,7.5880,7.5880,7.5880,7.5880,600
PTI,20140402,7.5880,7.5880,7.4605,7.5880,3400
PTI,20140403,7.5880,7.5880,7.4605,7.4605,600
PTI,20140404,7.4605,7.4605,7.4605,7.4605,200
PTI,20140407,7.5243,7.5243,7.3330,7.3330,8077
PTI,20140408,6.6316,7.4605,6.6316,7.4605,2723
PTI,20140410,7.0141,7.3330,7.0141,7.3330,1100
PTI,20140411,7.3330,7.3330,7.3330,7.3330,1100
PTI,20140414,7.3330,7.4605,7.3330,7.3967,1400
PTI,20140415,7.3329,7.3329,7.0141,7.0141,900
PTI,20140416,6.3765,7.0141,6.3765,6.9504,3300
PTI,20140417,7.0142,7.0142,7.0141,7.0141,11700
PTI,20140418,7.0141,7.0141,7.0141,7.0141,10000
PTI,20140421,7.0141,7.0141,7.0141,7.0141,2078
PTI,20140422,7.0141,7.0141,7.0141,7.0141,510
PTI,20140423,7.0141,7.0141,7.0141,7.0141,1000
PTI,20140424,7.0141,7.3330,7.0141,7.3330,7100
PTI,20140425,7.3330,7.3330,7.3330,7.3330,12
PTI,20140428,7.2692,7.3330,7.2692,7.3330,5000
PTI,20140429,7.3330,7.3330,7.3330,7.3330,0
PTI,20140505,7.0142,7.2692,7.0141,7.0141,2206
PTI,20140506,7.0141,7.0141,7.0141,7.0141,20000
PTI,20140507,7.0141,7.0141,7.0141,7.0141,0
PTI,20140508,7.0141,7.0141,6.8228,6.8229,6000
PTI,20140509,7.0142,7.0142,7.0141,7.0141,10200
PTI,20140512,6.8866,6.9504,6.7590,6.9504,9900
PTI,20140513,6.8866,6.8866,6.8866,6.8866,100
PTI,20140514,6.8228,6.8229,6.8228,6.8229,100
PTI,20140515,6.8229,6.8229,6.8229,6.8229,100
PTI,20140516,6.8229,7.0142,6.8229,7.0141,1100
PTI,20140519,6.7590,6.8229,6.7590,6.8229,2700
PTI,20140520,6.8229,6.8867,6.8229,6.8866,700
PTI,20140521,6.8228,6.8866,6.8228,6.8866,3800
PTI,20140522,6.8866,6.8866,6.8866,6.8866,400
PTI,20140523,6.8866,6.8866,6.8866,6.8866,300
PTI,20140526,6.8866,6.8866,6.8866,6.8866,200
PTI,20140527,6.8866,6.8866,6.8866,6.8866,0
PTI,20140528,6.8866,6.9504,6.8866,6.9504,1300
PTI,20140529,6.8866,6.8866,6.8866,6.8866,300
PTI,20140530,6.8866,6.9504,6.8866,6.9504,4800
PTI,20140602,6.9504,6.9504,6.9504,6.9504,1000
PTI,20140603,6.9504,7.0779,6.9504,7.0779,3200
PTI,20140604,6.8866,7.3967,6.8866,7.3967,4100
PTI,20140605,7.3967,7.3967,7.3967,7.3967,0
PTI,20140606,7.3967,7.3967,7.3967,7.3967,0
PTI,20140609,6.9503,6.9504,6.9503,6.9504,100
PTI,20140610,6.8866,6.8866,6.8866,6.8866,1879
PTI,20140611,7.0141,7.2054,7.0141,7.2054,10800
PTI,20140612,7.5242,7.5243,7.5242,7.5243,100
PTI,20140613,7.1417,7.1417,7.1417,7.1417,2300
PTI,20140616,7.1417,7.1417,7.1417,7.1417,1100
PTI,20140617,7.1417,7.1417,7.1417,7.1417,115
PTI,20140618,7.5881,7.5881,7.2692,7.2692,2100
PTI,20140619,7.0779,7.0779,7.0779,7.0779,200
PTI,20140620,7.7086,7.7787,7.7085,7.7085,9500
PTI,20140623,7.7085,7.7085,7.7085,7.7085,500
PTI,20140624,7.7085,7.7085,7.7085,7.7085,0
PTI,20140625,7.7085,8.0589,7.7085,8.0589,13900
PTI,20140626,7.9187,7.9187,7.7085,7.7085,26900
PTI,20140627,8.4093,8.4093,8.4093,8.4093,500
PTI,20140630,7.5684,7.6385,7.5684,7.6385,800
PTI,20140701,7.3582,7.3582,7.2881,7.2881,5000
PTI,20140702,7.2881,7.2881,7.2881,7.2881,0
PTI,20140703,7.8487,7.8487,7.8487,7.8487,100
PTI,20140704,7.8487,7.8487,7.8487,7.8487,0
PTI,20140707,7.6385,7.8487,7.6385,7.7085,12300
PTI,20140708,7.7085,7.7085,7.7085,7.7085,67
PTI,20140709,7.0077,7.0078,7.0077,7.0078,2833
PTI,20140710,7.0078,7.0078,7.0078,7.0078,0
PTI,20140711,7.0078,7.0078,7.0078,7.0078,0
PTI,20140714,7.0078,7.0078,7.0078,7.0078,0
PTI,20140715,7.0078,7.0078,7.0078,7.0078,0
PTI,20140716,7.0078,7.0078,7.0078,7.0078,0
PTI,20140717,7.1480,7.7086,7.1480,7.7085,1100
PTI,20140718,7.7085,7.7085,7.7085,7.7085,0
PTI,20140721,7.7085,7.7085,7.7085,7.7085,0
PTI,20140722,7.5683,7.5684,7.5683,7.5684,4972
PTI,20140723,7.3582,7.3582,7.3582,7.3582,120
PTI,20140724,7.0078,7.0078,7.0078,7.0078,1044
PTI,20140725,7.1480,7.1480,7.1479,7.1479,4680
PTI,20140728,7.0077,7.0077,6.8676,6.8676,2498
PTI,20140729,6.8676,6.8676,6.8676,6.8676,0
PTI,20140730,6.8676,6.8676,6.8676,6.8676,0
PTI,20140731,6.9377,6.9377,6.9377,6.9377,100
PTI,20140801,7.0078,7.0078,7.0078,7.0078,100
PTI,20140804,7.0078,7.0078,7.0078,7.0078,0
PTI,20140805,7.1480,7.3582,7.1480,7.3582,4500
PTI,20140806,7.3582,7.3582,7.3582,7.3582,0
PTI,20140807,7.3582,7.3582,7.0078,7.3582,14300
PTI,20140808,7.3582,7.3582,7.3582,7.3582,60
PTI,20140811,7.3582,7.3582,7.3582,7.3582,60
PTI,20140812,7.3582,7.3582,7.3582,7.3582,0
PTI,20140813,7.2881,7.4984,7.0078,7.4983,1320
PTI,20140814,7.4983,7.9889,7.4983,7.9889,500
PTI,20140815,7.4984,7.4984,7.4983,7.4983,2500
PTI,20140818,7.2881,8.1991,7.0778,7.0778,2044
PTI,20140819,7.7085,7.7786,7.3581,7.7786,5602
PTI,20140820,7.5684,7.9188,7.5684,7.7085,27100
PTI,20140821,7.7085,7.7085,7.7085,7.7085,26145
PTI,20140822,7.0778,7.4282,7.0778,7.4282,8492
PTI,20140825,7.4983,7.4983,7.4983,7.4983,200
PTI,20140826,7.5684,7.7085,7.5684,7.7085,1120
PTI,20140827,7.5683,7.7085,7.5683,7.6385,2290
PTI,20140828,7.7086,7.7086,7.7085,7.7085,1500
PTI,20140829,7.7786,7.9889,7.7085,7.9889,3100
PTI,20140903,7.3582,8.1291,7.3582,7.9889,5981
PTI,20140904,7.7086,7.7787,7.7086,7.7786,2400
PTI,20140905,7.7786,7.7786,7.7786,7.7786,0
PTI,20140908,7.7786,8.0589,7.6384,7.6385,7500
PTI,20140909,7.7086,7.7086,7.6385,7.6385,2500
PTI,20140910,7.7086,7.9188,7.7086,7.9188,6236
PTI,20140911,7.2881,8.2692,7.2881,8.2692,31940
PTI,20140912,8.1991,8.1991,8.1991,8.1991,256
PTI,20140915,8.1290,8.1290,8.1290,8.1290,2003
PTI,20140916,7.9888,8.0589,7.9888,8.0589,52488
PTI,20140917,7.9187,8.1290,7.9187,8.1290,200
PTI,20140918,8.0589,8.0589,7.9888,7.9889,2500
PTI,20140919,7.6385,8.6897,7.6385,8.3392,33346
PTI,20140922,8.1990,8.2692,8.0589,8.2692,5400
PTI,20140923,7.6385,8.1991,7.6385,8.1991,1764
PTI,20140924,8.1290,8.1290,7.8487,7.8487,18100
PTI,20140925,7.7085,8.1991,7.7085,8.1991,2640
PTI,20140926,8.1991,8.7597,8.1991,8.4093,24279
PTI,20140929,8.8298,8.8298,8.4093,8.4093,16325
PTI,20140930,8.4093,8.5495,8.4093,8.4093,13500
PTI,20141001,8.4093,8.6896,8.4093,8.5495,26230
PTI,20141002,8.6897,8.9700,8.6897,8.9699,41358
PTI,20141003,9.0400,9.6707,9.0400,9.3904,37570
PTI,20141006,9.5306,9.5306,9.2502,9.2503,4330
PTI,20141007,8.8999,9.2503,8.8999,9.0400,25979
PTI,20141008,9.1101,9.3904,9.0400,9.3904,32830
